comment
-77.76172,-2.5704505,-2.4586918,-58.181587,13.254584,-0.80466276,21.748247,16.652048
-39.47318,3.7774446,26.710333,16.0262,4.984439,9.991229,-7.554889,-11.801721
37.66269,-4.895032,3.0845406,58.807438,-1.6763808,-19.11074,-14.953317,-3.8892033
7.577241,-5.5432324,21.41297,-63.031918,13.880433,-4.716218,19.021334,-0.17881395
7.577241,-5.5432324,21.41297,-63.031918,13.880433,-4.716218,19.021334,-0.17881395
-207.71475,7.7113514,22.68702,60.461468,3.665686,14.059247,-11.086465,10.751188
35.472218,-17.970802,17.613174,-45.26228,-16.16031,8.694828,21.837654,-0.26822093
35.472218,-17.970802,17.613174,-45.26228,-16.16031,8.694828,21.837654,-0.26822093
-40.63547,1.1846424,-11.242927,-14.550985,-2.8610232,-12.56168,11.198223,-4.6715145
-154.69641,-0.5587936,-5.8114533,52.995983,-4.649163,-6.0349708,-7.6219444,-1.7881395
-44.010582,-6.6831713,4.5150523,-74.297195,-0.29057267,-3.308058,15.64622,-2.972782
166.69931,15.690924,-2.011657,81.226234,7.2866683,11.354686,8.71718,3.911555
-74.900696,-6.861985,11.712314,-47.720974,-3.9339068,-6.258488,-17.613174,33.728783
-268.22092,4.3362384,10.527671,-4.6044593,26.442112,3.9786103,-12.092294,-11.108816
102.907425,-6.169081,13.791026,49.285595,-7.040799,4.8503284,8.068979,-1.9222499
170.11913,-10.102988,-4.291535,-62.741344,-8.3372,-10.25945,1.7210842,-8.426607
-38.959087,9.253622,7.554889,68.70926,0.4693866,-16.316772,-32.0524,2.704561
-38.959087,9.253622,7.554889,68.70926,0.4693866,-16.316772,-32.0524,2.704561
-38.959087,9.253622,7.554889,68.70926,0.4693866,-16.316772,-32.0524,2.704561
204.16083,-14.260412,-9.790064,-71.63734,-0.5587936,9.275973,4.1574244,10.25945
44.547024,-28.811398,9.275973,-2.8163197,-3.5539272,-6.0573225,-4.9173837,-19.647182
-29.23608,7.4431305,13.612212,33.102932,7.9795723,3.4421685,0.6482006,-2.3022296
-38.824978,-19.088388,4.202128,-43.138866,8.493663,14.707447,-15.4897585,6.191433
103.86855,6.4820056,0.022351744,87.484726,0.42468312,-26.129189,5.5432324,5.587936
315.45016,-2.3245814,-0.9834767,-25.480988,-14.238061,-5.9679155,-17.702581,-14.171005
11.689962,4.716218,20.49655,-13.187529,-8.627773,8.270145,3.8892033,4.9397354
-20.362438,20.585957,-23.670496,36.500397,-7.82311,2.7716162,4.112721,12.405218
224.00917,-37.77445,-11.377037,-58.44981,-13.209881,9.521843,17.121435,12.785197
224.00917,-37.77445,-11.377037,-58.44981,-13.209881,9.521843,17.121435,12.785197
-129.6401,16.048552,9.946526,84.80251,-21.591784,7.666648,-4.4256454,7.82311
-163.5924,-19.647182,-7.756055,-64.551834,20.340086,-8.471311,15.623869,-6.5043573
-163.5924,-19.647182,-7.756055,-64.551834,20.340086,-8.471311,15.623869,-6.5043573
-35.67338,19.334259,-6.8172817,19.580128,5.409122,-10.527671,13.902784,-8.448959
-196.91887,7.2866683,-11.15352,37.282707,-5.677343,2.279878,-7.3537235,3.0621889
71.57028,-15.087427,-4.179776,-64.99887,-3.2857063,-1.6763808,-2.5704505,7.398427
217.2813,-1.3634564,-14.059247,72.911385,-0.40233138,-3.8892033,2.1681192,-20.608307
-39.853157,7.5995927,24.34105,-22.597612,-2.5928023,-0.089406975,8.381904,-2.883375
-53.59948,-1.832843,3.0845406,5.6102877,22.485853,0.84936625,-4.0680175,7.5101857
-85.38366,7.331372,-1.2516977,46.245758,13.276936,15.89209,-3.9562585,8.024276
16.16031,-28.431417,-11.064113,-55.1194,-20.205976,-26.196243,-16.0262,8.359552
113.85978,12.56168,-8.8289385,77.42644,3.3304098,20.295383,-10.63943,24.273994
113.85978,12.56168,-8.8289385,77.42644,3.3304098,20.295383,-10.63943,24.273994
-8.471311,-11.622907,-0.7152558,-30.912462,7.1078544,5.230308,15.266241,-17.143787
-8.471311,-11.622907,-0.7152558,-30.912462,7.1078544,5.230308,15.266241,-17.143787
-49.687927,10.214746,-11.064113,0.89406973,5.4538255,6.169081,-19.267202,-8.158386
-28.163197,6.7725782,-4.6938663,38.08737,5.9902673,-16.6744,0.782311,-6.6608195
305.146,-14.327468,19.11074,-59.768562,-11.309982,-15.400352,-4.3138866,-16.339125
132.0094,21.725895,1.8551947,81.91914,16.562641,-12.7181425,6.5937643,-3.9562585
120.967636,5.1185493,-17.344954,-42.490665,-6.258488,-9.097159,12.136997,-4.023314
144.86165,-5.1185493,8.650125,-0.17881395,7.241965,7.5325375,5.6996946,4.87268
128.7684,24.922194,17.210842,25.950375,-1.5422703,6.5714126,3.8668516,-6.0573225
-85.80834,-13.366343,1.5199186,-53.733593,-9.074808,22.396446,0.0,12.584032
-85.80834,-13.366343,1.5199186,-53.733593,-9.074808,22.396446,0.0,12.584032
63.098972,39.964916,-2.704561,79.63926,5.051494,6.7278748,5.654991,10.39356
-10.035933,4.3362384,16.048552,-54.24768,7.4431305,-6.6831713,6.7725782,5.230308
-10.035933,4.3362384,16.048552,-54.24768,7.4431305,-6.6831713,6.7725782,5.230308
48.99502,12.449922,1.6987325,-0.69290406,-2.5480988,-5.587936,30.599537,2.3245814
-134.84807,20.474197,-7.733703,19.893051,22.597612,7.465482,-6.861985,-9.343029
-90.85984,-2.5033953,-17.255547,-78.94636,-11.041761,23.692848,32.67825,-8.247793
-72.35259,22.68702,-10.482967,64.931816,0.22351743,10.013581,-0.58114535,-5.6102877
-54.270035,-21.815302,24.475159,-42.490665,-14.908613,-0.96112496,-10.147692,-11.220575
-137.39616,16.182663,19.423666,15.221538,-2.43634,19.066038,17.43436,-22.530558
136.12212,11.757017,15.623869,44.435265,-16.27207,-6.5043573,-9.432436,0.6258488
9.3877325,-25.995077,-15.400352,-50.202015,-17.30025,13.746323,-6.884337,-8.806587
-105.7461,-8.918345,40.970745,-50.313774,-6.7502265,3.1515958,-3.3527615,-15.847386
-51.54312,1.832843,0.871718,-47.31864,-5.1185493,-21.815302,3.9339068,-3.6209824
-51.54312,1.832843,0.871718,-47.31864,-5.1185493,-21.815302,3.9339068,-3.6209824
-51.54312,1.832843,0.871718,-47.31864,-5.1185493,-21.815302,3.9339068,-3.6209824
30.688944,-17.412008,20.183624,-8.404256,18.037857,13.58986,5.7891016,-0.89406973
-73.96192,13.72397,-4.9397354,48.279766,-12.94166,12.807549,-5.587936,11.265279
-251.16655,-12.181701,9.857119,-79.77338,11.198223,-4.470349,0.6258488,12.382866
-151.94716,-12.0699415,1.4081599,62.875454,2.43634,-21.368267,1.050532,-2.1457675
37.03684,-9.275973,0.9834767,-41.90952,-14.48393,13.83573,7.3537235,-1.1622907
1.1175872,15.825034,1.4528633,-8.046628,13.276936,-6.7725782,0.6705523,-1.9893051
-69.73744,26.173891,0.69290406,40.09903,-2.7716162,2.525747,-3.2633545,6.7502265
13.142825,-13.4557495,-16.048552,-64.26126,6.370247,-3.5986307,7.8901653,-0.9834767
